,Type,Dataset_number,Features,log_loss,ACC,ROC AUC,TPR,FPR,RMSE,R2
0,XGBoost,2,All,0.9267181534189518,0.17802986878832783,0.9810401594883739,7.5,7.2,19.202272592775905,0.32144513813373077
